ID,Title,Year,Age,IMDb,Rotten Tomatoes,Netflix,Hulu,Prime Video,Disney+,Type,Directors,Runtime,Rotten_Tomatoes_Rounded,IMDB_Rounded,AgeRestriction,Genres_Fantasy,Genres_Sci-Fi,Genres_Mystery,Genres_Family,Genres_Adventure,Genres_Crime,Genres_Horror,Genres_Romance,Genres_Documentary,Genres_Action,Genres_Thriller,Genres_Comedy,Genres_Drama,Genres_Others,Continent_Africa,Continent_Antarctica,Continent_Asia,Continent_Europe,Continent_North America,Continent_Oceania,Continent_South America,Continent_NA,Language_NA,Language_Hindi,Language_French,Language_Spanish,Language_English,Language_Others,Era
113,Extraction,2020,18+,6.8,68%,1,0,0,0,0,Sam Hargrave,116.0,Average,Good,Adult,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,Latest
114,The Lobster,2015,18+,7.2,87%,1,0,0,0,0,Yorgos Lanthimos,119.0,Really_Good,Good,Adult,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,Latest
115,Blue Valentine,2010,18+,7.4,87%,1,0,0,0,0,Derek Cianfrance,112.0,Really_Good,Good,Adult,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Modern
116,Zindagi Na Milegi Dobara,2011,7+,8.1,91%,1,0,0,0,0,Zoya Akhtar,155.0,Really_Good,Really_Good,Non-Adult,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,Latest
117,Green Room,2015,18+,7.0,91%,1,0,0,0,0,Jeremy Saulnier,95.0,Really_Good,Good,Adult,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Latest
118,Kung Fu Panda 2,2011,7+,7.2,81%,1,0,0,0,0,Jennifer Yuh Nelson,90.0,Good,Good,Non-Adult,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Latest
119,The Ballad of Buster Scruggs,2018,18+,7.3,91%,1,0,0,0,0,"Ethan Coen,Joel Coen",133.0,Really_Good,Good,Adult,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,Latest
120,Cloverfield,2008,13+,7.0,77%,1,0,0,0,0,Matt Reeves,85.0,Good,Good,Teen,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,Modern
121,Burning,2018,18+,7.5,95%,1,0,0,0,0,Chang-dong Lee,148.0,Really_Good,Good,Adult,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,Latest
122,The Adventures of Tintin,2011,7+,7.3,74%,1,0,0,0,0,Steven Spielberg,107.0,Good,Good,Non-Adult,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,Latest
123,Bolt,2008,7+,6.8,89%,1,0,0,1,0,"Byron Howard,Chris Williams",96.0,Really_Good,Good,Non-Adult,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Modern
124,Neon Genesis Evangelion: The End of Evangelion,1997,NA,8.1,88%,1,0,0,0,0,"Hideaki Anno,Kazuya Tsurumaki",87.0,Really_Good,Really_Good,NA,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Modern
125,Chasing Amy,1997,18+,7.2,87%,1,0,0,0,0,Kevin Smith,113.0,Really_Good,Good,Adult,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Modern
126,The Princess and the Frog,2009,all,7.1,85%,1,0,0,1,0,"Ron Clements,John Musker",97.0,Really_Good,Good,Non-Adult,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,Modern
127,Bad Genius,2017,13+,7.6,100%,1,0,0,0,0,Nattawut Poonpiriya,130.0,Really_Good,Good,Teen,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,Latest
128,The Wicker Man,1973,18+,7.5,89%,1,0,0,0,0,Robin Hardy,88.0,Really_Good,Good,Adult,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Golden
129,A Single Man,2009,18+,7.6,85%,1,0,0,0,0,Tom Ford,99.0,Really_Good,Good,Adult,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,Modern
130,Blow,2001,18+,7.6,55%,1,0,0,0,0,Ted Demme,124.0,,Good,Adult,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Modern
131,The Squid and the Whale,2005,18+,7.3,92%,1,0,1,0,0,Noah Baumbach,81.0,Really_Good,Good,Adult,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Modern
132,My Life as a Zucchini,2016,13+,7.8,99%,1,0,0,0,0,Claude Barras,66.0,Really_Good,Good,Teen,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,Latest
133,"Jim & Andy: The Great Beyond- Featuring a Very Special, Contractually Obligated Mention of Tony Clifton",2017,18+,7.7,94%,1,0,0,0,0,Chris Smith,94.0,Really_Good,Good,Adult,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,Latest
134,Barfi!,2012,all,8.1,86%,1,0,0,0,0,Anurag Basu,151.0,Really_Good,Really_Good,Non-Adult,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Latest
135,Frances Ha,2013,18+,7.5,92%,1,0,0,0,0,Noah Baumbach,86.0,Really_Good,Good,Adult,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,Latest
136,Tootsie,1982,7+,7.4,90%,1,0,0,0,0,Sydney Pollack,116.0,Really_Good,Good,Non-Adult,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Golden
137,Solo: A Star Wars Story,2018,13+,6.9,70%,1,0,0,0,0,Ron Howard,135.0,,Good,Teen,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Latest
138,Steve Jobs,2015,18+,7.2,85%,1,0,0,0,0,Danny Boyle,122.0,Really_Good,Good,Adult,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,Latest
139,Tremors,1990,13+,7.1,88%,1,0,0,0,0,Ron Underwood,96.0,Really_Good,Good,Teen,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Golden
140,The Croods,2013,7+,7.2,71%,1,0,0,0,0,"Kirk DeMicco,Chris Sanders",98.0,Good,Good,Non-Adult,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Latest
141,Locke,2014,18+,7.1,91%,1,0,0,0,0,Steven Knight,85.0,Really_Good,Good,Adult,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,Latest
142,Bill Burr: I'm Sorry You Feel That Way,2014,18+,8.4,100%,1,0,0,0,0,Jay Karas,80.0,Really_Good,Really_Good,Adult,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Latest
143,Starred Up,2013,18+,7.4,99%,1,0,1,0,0,David Mackenzie,106.0,Really_Good,Good,Adult,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Latest
144,Mudbound,2017,18+,7.4,97%,1,0,0,0,0,Dee Rees,134.0,Really_Good,Good,Adult,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Latest
145,Austin Powers: International Man of Mystery,1997,13+,7.0,71%,1,0,0,0,0,Jay Roach,94.0,Good,Good,Teen,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Modern
146,Blue Ruin,2013,18+,7.1,96%,1,0,0,0,0,Jeremy Saulnier,90.0,Really_Good,Good,Adult,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,Latest
147,The Patriot,2000,18+,7.2,61%,1,1,0,0,0,Roland Emmerich,165.0,Average,Good,Adult,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,Modern
148,Babel,2006,18+,7.4,69%,1,0,0,0,0,Alejandro G. Iñárritu,143.0,Average,Good,Adult,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,1,1,Modern
149,The Square,2013,NA,8.1,100%,1,1,1,0,0,Ruben Östlund,151.0,Really_Good,Really_Good,NA,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,Latest
150,Gerald's Game,2017,18+,6.6,90%,1,0,0,0,0,Mike Flanagan,103.0,Really_Good,Good,Adult,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Latest
151,Miracle,2004,7+,7.5,81%,1,0,0,1,0,Gavin O'Connor,135.0,Good,Good,Non-Adult,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Modern
152,Swades,2004,all,8.2,83%,1,0,0,0,0,Ashutosh Gowariker,210.0,Good,Really_Good,Non-Adult,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,Modern
153,Tinker Tailor Soldier Spy,2011,18+,7.1,83%,1,0,0,0,0,Tomas Alfredson,122.0,Good,Good,Adult,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,Latest
154,The Witch,2015,18+,6.9,90%,1,0,0,0,0,Robert Eggers,92.0,Really_Good,Good,Adult,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Latest
155,Haider,2014,13+,8.1,86%,1,0,0,0,0,Vishal Bhardwaj,160.0,Really_Good,Really_Good,Teen,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Latest
156,Padman,2018,13+,7.9,100%,1,0,0,0,0,R. Balki,140.0,Really_Good,Good,Teen,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Latest
157,Hush,2016,18+,6.6,91%,1,0,0,0,0,Mike Flanagan,82.0,Really_Good,Good,Adult,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,Latest
158,Elizabeth,1998,18+,7.4,82%,1,0,0,0,0,Shekhar Kapur,124.0,Good,Good,Adult,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,Modern
159,Miss Americana,2020,18+,7.4,93%,1,0,0,0,0,Lana Wilson,85.0,Really_Good,Good,Adult,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Latest
160,Christopher Robin,2018,7+,7.3,73%,1,0,0,0,0,Marc Forster,104.0,Good,Good,Non-Adult,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,Latest
161,I Lost My Body,2019,18+,7.6,96%,1,0,0,0,0,Jérémy Clapin,81.0,Really_Good,Good,Adult,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Latest
162,I Am Mother,2019,13+,6.7,90%,1,0,0,0,0,Grant Sputore,113.0,Really_Good,Good,Teen,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,Latest
163,Lupin the Third: The Castle of Cagliostro,1979,7+,7.7,94%,1,0,0,0,0,Hayao Miyazaki,100.0,Really_Good,Good,Non-Adult,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,Golden
164,The Autopsy of Jane Doe,2016,18+,6.8,86%,1,0,0,0,0,André Øvredal,86.0,Really_Good,Good,Adult,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Latest
165,Virunga,2014,NA,8.2,100%,1,0,0,0,0,Orlando von Einsiedel,100.0,Really_Good,Really_Good,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,Latest
166,Freedom Writers,2007,13+,7.5,70%,1,0,1,0,0,Richard LaGravenese,123.0,,Good,Teen,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,Modern
167,The Master,2012,18+,7.2,85%,1,0,0,0,0,Paul Thomas Anderson,138.0,Really_Good,Good,Adult,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,Latest
168,A Serious Man,2009,18+,7.0,90%,1,0,0,0,0,"Ethan Coen,Joel Coen",106.0,Really_Good,Good,Adult,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,Modern
169,The King,2019,18+,7.2,70%,1,0,0,0,0,David Michôd,140.0,,Good,Adult,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,1,0,1,0,Latest
170,The Breadwinner,2017,13+,7.7,95%,1,0,0,0,0,Nora Twomey,94.0,Really_Good,Good,Teen,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,Latest
171,The Boy Who Harnessed the Wind,2019,7+,7.6,87%,1,0,1,0,0,Chiwetel Ejiofor,113.0,Really_Good,Good,Non-Adult,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,Latest
172,Article 15,2019,NA,8.3,89%,1,0,0,0,0,Anubhav Sinha,130.0,Really_Good,Really_Good,NA,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Latest
173,The Killing of a Sacred Deer,2017,18+,7.0,79%,1,0,0,0,0,Yorgos Lanthimos,121.0,Good,Good,Adult,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,Latest
174,Lawless,2012,18+,7.3,67%,1,0,0,0,0,John Hillcoat,116.0,Average,Good,Adult,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Latest
175,Kabhi Khushi Kabhie Gham,2001,all,7.4,100%,1,0,0,0,0,Karan Johar,210.0,Really_Good,Good,Non-Adult,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,Modern
176,Charlie and the Chocolate Factory,2005,7+,6.6,82%,1,0,0,0,0,Tim Burton,115.0,Good,Good,Non-Adult,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,Modern
177,Freaks,2019,18+,6.7,87%,1,0,0,0,0,"Zach Lipovsky,Adam B. Stein",105.0,Really_Good,Good,Adult,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Latest
178,Hannah Gadsby: Nanette,2018,NA,8.2,100%,1,0,0,0,0,"Jon Olb,Madeleine Parry",69.0,Really_Good,Really_Good,NA,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,Latest
179,The Mask of Zorro,1998,13+,6.7,82%,1,0,0,0,0,Martin Campbell,136.0,Good,Good,Teen,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,Modern
180,The Natural,1984,7+,7.5,82%,1,0,0,0,0,Barry Levinson,138.0,Good,Good,Non-Adult,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Golden
181,Equilibrium,2002,18+,7.4,40%,1,0,0,0,0,Kurt Wimmer,107.0,,Good,Adult,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Modern
182,Arthur Christmas,2011,7+,7.1,92%,1,0,0,0,0,"Sarah Smith,Barry Cook",97.0,Really_Good,Good,Non-Adult,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,Latest
183,The Rainmaker,1997,13+,7.2,83%,1,0,1,0,0,Francis Ford Coppola,135.0,Good,Good,Teen,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,Modern
184,Winter on Fire: Ukraine's Fight for Freedom,2015,NA,8.4,88%,1,0,0,0,0,Evgeny Afineevsky,102.0,Really_Good,Really_Good,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,Latest
185,Always Be My Maybe,2019,13+,6.8,89%,1,0,0,0,0,Nahnatchka Khan,101.0,Really_Good,Good,Teen,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Latest
186,The Crying Game,1992,18+,7.2,94%,1,0,0,0,0,Neil Jordan,112.0,Really_Good,Good,Adult,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,Modern
187,War Horse,2011,13+,7.2,74%,1,0,0,0,0,Steven Spielberg,146.0,Good,Good,Teen,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,Latest
188,Shot Caller,2017,18+,7.3,69%,1,0,0,0,0,Ric Roman Waugh,121.0,Average,Good,Adult,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Latest
189,The Invitation,2015,NA,6.6,88%,1,0,1,0,0,Karyn Kusama,100.0,Really_Good,Good,NA,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Latest
190,A Most Violent Year,2014,18+,7.0,89%,1,0,0,0,0,J.C. Chandor,125.0,Really_Good,Good,Adult,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,Latest
191,The Other Guys,2010,13+,6.6,78%,1,0,0,0,0,Adam McKay,107.0,Good,Good,Teen,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,Modern
192,Kapoor & Sons,2016,13+,7.7,100%,1,0,0,0,0,Shakun Batra,132.0,Really_Good,Good,Teen,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Latest
193,On Body and Soul,2017,NA,7.6,89%,1,0,0,0,0,Ildikó Enyedi,116.0,Really_Good,Good,NA,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Latest
194,The Fundamentals of Caring,2016,18+,7.3,77%,1,0,1,0,0,Rob Burnett,97.0,Good,Good,Adult,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Latest
195,Insidious,2010,13+,6.8,66%,1,0,0,0,0,James Wan,103.0,Average,Good,Teen,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,Modern
196,Bill Burr: Paper Tiger,2019,18+,8.2,86%,1,0,0,0,0,Mike Binder,67.0,Really_Good,Really_Good,Adult,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,Latest
197,Bad Boys,1995,18+,6.9,43%,1,0,0,0,0,Michael Bay,119.0,Bad,Good,Adult,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Modern
198,The Foreigner,2017,18+,7.0,65%,1,0,0,0,0,Martin Campbell,113.0,Average,Good,Adult,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,Latest
199,The Danish Girl,2015,18+,7.1,67%,1,0,0,0,0,Tom Hooper,119.0,Average,Good,Adult,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,1,1,Latest
200,The Girl with All the Gifts,2016,18+,6.6,86%,1,0,0,0,0,Colm McCarthy,111.0,Really_Good,Good,Adult,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Latest
201,Bird Box,2018,18+,6.6,63%,1,0,0,0,0,Susanne Bier,124.0,Average,Good,Adult,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Latest
202,The Ring,2002,13+,7.1,71%,1,0,1,0,0,Gore Verbinski,115.0,Good,Good,Teen,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Modern
203,Hostiles,2017,18+,7.2,72%,1,0,0,0,0,Scott Cooper,134.0,Good,Good,Adult,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,Latest
204,Sairat,2016,NA,8.3,100%,1,0,0,0,0,Nagraj Manjule,174.0,Really_Good,Really_Good,NA,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Latest
205,Trumbo,2015,18+,7.5,74%,1,0,1,0,0,Jay Roach,124.0,Good,Good,Adult,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Latest
206,LA 92,2017,18+,8.2,92%,1,0,0,0,0,"Daniel Lindsay,T.J. Martin",114.0,Really_Good,Really_Good,Adult,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,Latest
207,20th Century Women,2016,18+,7.3,88%,1,0,0,0,0,Mike Mills,119.0,Really_Good,Good,Adult,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Latest
208,Kal Ho Naa Ho,2003,all,8.0,70%,1,0,0,0,0,Nikkhil Advani,186.0,,Really_Good,Non-Adult,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Modern
209,Swiss Army Man,2016,18+,7.0,71%,1,0,0,0,0,"Dan Kwan,Daniel Scheinert",97.0,Good,Good,Adult,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,Latest
210,In This Corner of the World,2016,13+,7.8,97%,1,0,0,0,0,Sunao Katabuchi,129.0,Really_Good,Good,Teen,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Latest
211,A Ghost Story,2017,18+,6.9,91%,1,0,0,0,0,David Lowery,92.0,Really_Good,Good,Adult,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,Latest
212,United 93,2006,18+,7.5,90%,1,0,0,0,0,Paul Greengrass,111.0,Really_Good,Good,Adult,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,Modern
213,Patriot Games,1992,18+,6.9,72%,1,0,1,0,0,Phillip Noyce,117.0,Good,Good,Adult,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Modern
214,The Secret Life of Pets 2,2019,7+,6.5,60%,1,0,0,0,0,"Chris Renaud,Jonathan del Val",86.0,Average,Good,Non-Adult,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,Latest
215,Hitch,2005,13+,6.6,68%,1,1,0,0,0,Andy Tennant,118.0,Average,Good,Teen,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Modern
216,The Young Offenders,2016,NA,7.1,100%,1,0,0,0,0,NA,30.0,Really_Good,Good,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Latest
217,Enemy,2013,18+,6.9,71%,1,0,0,0,0,Denis Villeneuve,91.0,Good,Good,Adult,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,Latest
218,Mirage,2018,18+,7.4,71%,1,0,1,0,0,Oriol Paulo,128.0,Good,Good,Adult,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Latest
219,Everybody's Everything,2019,18+,7.4,100%,1,0,0,0,0,"Sebastian Jones,Ramez Silyan",116.0,Really_Good,Good,Adult,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Latest
220,Indiana Jones and the Kingdom of the Crystal Skull,2008,13+,6.1,78%,1,0,0,0,0,Steven Spielberg,122.0,Good,Average,Teen,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,Modern
221,The Guernsey Literary & Potato Peel Pie Society,2018,NA,7.4,81%,1,0,0,0,0,Mike Newell,124.0,Good,Good,NA,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,1,Latest
222,I Don't Feel at Home in This World Anymore,2017,18+,6.9,88%,1,0,0,0,0,Macon Blair,93.0,Really_Good,Good,Adult,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Latest
223,The Endless,2018,NA,6.5,94%,1,0,0,0,0,"Justin Benson,Aaron Moorhead",111.0,Really_Good,Good,NA,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Latest
224,Julie & Julia,2009,13+,7.0,77%,1,0,0,0,0,Nora Ephron,123.0,Good,Good,Teen,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,Modern
225,The Game Changers,2019,NA,7.9,70%,1,0,0,0,0,Louie Psihoyos,108.0,,Good,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Latest
